demissao_antes_atingir_break_even_acumulado,idade,treinamento_ultimo_ano,anos_empresa,anos_cargo_atual,anos_atual_gestor,salario,anos_desde_ultima_promocao,distancia_casa,absenteismo,diferenca_salarial_com_mercado_para_mesmo_cargo_nivel_experiencia,genero,portador_necessidades_especiais,possui_crianca_menor_que4anos,horario_flexivel,hora_extra,id,estado_civil,grau_escolaridade,area_formacao,cargo,nivel_cargo,tipo_projeto,viagem_negocios,oportunidade_usar_plenamente_habilidades_trabalho,departamento,percepcao_valor_beneficios,tipo_transporte,modalidade_trabalho,satisfacao_gestor,satisfacao_relacionamento_colegas,satisfacao_trabalho,nivel_envolvimento_trabalho,avaliacao_desempenho,equilibrio_entre_vida_profissional_pessoal,demanda_oferta_vagas_mercado_para_cargo
0,0.9523809523809523,0.5,1.0,0.5555555555555556,0.3529411764705882,0.366343487501265,1.0,0.7857142857142857,1.0,0.407105123904679,0,0,0,0,0,0.0006802721088435374,0.45782312925170066,0.2707482993197279,0.31564625850340133,0.0891156462585034,0.14829931972789115,0.3142857142857143,0.7095238095238096,0.3687074829931973,0.6537414965986394,0.24217687074829933,0.3346938775510204,0.4523809523809524,0.3333333333333333,0.2938775510204082,0.3122448979591837,0.5904761904761905,0.8462585034013606,0.23401360544217686,0.28775510204081634
0,0.9523809523809523,0.16666666666666666,0.925,0.5555555555555556,0.47058823529411764,0.5104584556219006,0.06666666666666667,0.3214285714285714,0.75,0.7263962259074235,1,0,0,1,0,0.0006802721088435374,0.3197278911564626,0.2707482993197279,0.31564625850340133,0.2217687074829932,0.07210884353741497,0.38503401360544215,0.7095238095238096,0.20816326530612245,0.3034013605442177,0.25170068027210885,0.3346938775510204,0.4523809523809524,0.2802721088435374,0.3122448979591837,0.3006802721088435,0.5904761904761905,0.8462585034013606,0.23401360544217686,0.3476190476190476
0,0.8809523809523809,0.3333333333333333,0.9,0.5555555555555556,0.7647058823529411,0.7198704584556219,0.26666666666666666,0.0,0.0,0.6522238266500444,1,0,0,1,1,0.0006802721088435374,0.3197278911564626,0.3891156462585034,0.31564625850340133,0.06938775510204082,0.04693877551020408,0.3142857142857143,0.7095238095238096,0.12653061224489795,0.6537414965986394,0.24761904761904763,0.33877551020408164,0.5476190476190477,0.2802721088435374,0.3122448979591837,0.19659863945578232,0.5904761904761905,0.8462585034013606,0.6074829931972789,0.3476190476190476
0,0.8809523809523809,0.5,0.9,0.3333333333333333,0.7647058823529411,0.7417710758020444,0.13333333333333333,0.8928571428571428,0.0,0.7007453115330458,1,0,0,1,0,0.0006802721088435374,0.45782312925170066,0.0326530612244898,0.10816326530612246,0.06938775510204082,0.04693877551020408,0.3142857142857143,0.7095238095238096,0.3687074829931973,0.3034013605442177,0.24761904761904763,0.3346938775510204,0.5476190476190477,0.3333333333333333,0.3122448979591837,0.3122448979591837,0.25510204081632654,0.15374149659863945,0.6074829931972789,0.3476190476190476
0,0.8095238095238095,0.5,0.8500000000000001,0.3333333333333333,0.9411764705882353,0.6312559457544783,0.06666666666666667,0.07142857142857142,0.0,0.7249612097186471,1,0,0,0,0,0.0006802721088435374,0.45782312925170066,0.2707482993197279,0.10816326530612246,0.06938775510204082,0.07210884353741497,0.3142857142857143,0.7095238095238096,0.12653061224489795,0.3034013605442177,0.25170068027210885,0.3346938775510204,0.5476190476190477,0.14829931972789115,0.18775510204081633,0.19659863945578232,0.25510204081632654,0.8462585034013606,0.10408163265306122,0.3476190476190476
0,0.7857142857142856,0.3333333333333333,0.8250000000000001,0.5,0.5882352941176471,0.5166926424450967,0.0,0.14285714285714285,1.0,0.47114272132882495,1,0,1,1,1,0.0006802721088435374,0.22244897959183674,0.3891156462585034,0.4122448979591837,0.06938775510204082,0.07210884353741497,0.3006802721088435,0.7095238095238096,0.3687074829931973,0.04285714285714286,0.25170068027210885,0.3346938775510204,0.5476190476190477,0.3333333333333333,0.20612244897959184,0.19047619047619047,0.5904761904761905,0.8462585034013606,0.6074829931972789,0.3476190476190476
0,0.8095238095238095,0.3333333333333333,0.8250000000000001,0.38888888888888884,0.7058823529411764,0.7208015383058395,1.0,0.03571428571428571,1.0,0.6542866624214104,1,0,0,1,1,0.0006802721088435374,0.3197278911564626,0.2707482993197279,0.4122448979591837,0.06938775510204082,0.04693877551020408,0.3142857142857143,0.10204081632653061,0.3687074829931973,0.3034013605442177,0.25170068027210885,0.32653061224489793,0.5476190476190477,0.23809523809523808,0.2938775510204082,0.3006802721088435,0.25510204081632654,0.8462585034013606,0.10408163265306122,0.3476190476190476
0,0.8095238095238095,0.8333333333333333,0.8250000000000001,1.0,0.5294117647058824,0.7584900313733428,0.7333333333333333,0.0,0.0,0.737786666905836,1,1,0,1,0,0.0006802721088435374,0.45782312925170066,0.2707482993197279,0.4122448979591837,0.06938775510204082,0.04693877551020408,0.3006802721088435,0.7095238095238096,0.3687074829931973,0.6537414965986394,0.25170068027210885,0.32653061224489793,0.5476190476190477,0.3333333333333333,0.18775510204081633,0.3006802721088435,0.25510204081632654,0.8462585034013606,0.6074829931972789,0.3476190476190476
0,0.8809523809523809,0.5,0.8250000000000001,0.5,0.0,0.4985163444995446,1.0,0.25,0.0,0.4308725795312878,1,0,0,1,1,0.0006802721088435374,0.22244897959183674,0.11564625850340136,0.31564625850340133,0.0891156462585034,0.07210884353741497,0.3142857142857143,0.10204081632653061,0.2965986394557823,0.6537414965986394,0.24761904761904763,0.32653061224489793,0.5476190476190477,0.2802721088435374,0.2938775510204082,0.19047619047619047,0.25510204081632654,0.8462585034013606,0.6074829931972789,0.28775510204081634
0,0.8333333333333333,0.6666666666666666,0.8250000000000001,0.38888888888888884,0.5294117647058824,0.5663839692338832,0.06666666666666667,0.03571428571428571,0.0,0.4915468577629891,0,0,1,0,0,0.0006802721088435374,0.45782312925170066,0.0326530612244898,0.08979591836734693,0.09863945578231292,0.14829931972789115,0.38503401360544215,0.7095238095238096,0.20816326530612245,0.6537414965986394,0.24217687074829933,0.32653061224489793,0.4523809523809524,0.3333333333333333,0.20612244897959184,0.3122448979591837,0.25510204081632654,0.8462585034013606,0.6074829931972789,0.3292517006802721
